index,value
0,0
1,0
2,1
3,0
4,1
5,1
6,0
7,1
8,0
9,1
10,0
11,0
12,1
13,0
14,1
15,0
16,1
17,1
18,0
19,1
20,0
21,1
22,1
23,0
24,1
25,0
26,1
27,0
28,0
29,1
30,0
31,1
32,0
33,1
34,1
35,0
36,1
37,0
38,1
39,0
40,0
41,1
42,0
43,1
44,0
45,1
46,1
47,0
48,1
49,0
50,1
51,0
52,0
53,1
54,0
55,1
56,0
57,1
58,1
59,0
60,1
61,0
62,1
63,0
64,0
65,1
66,0
67,1
68,0
69,1
70,1
71,0
72,1
73,0
74,1
75,0
76,0
77,1
78,0
79,1
80,0
81,1
82,1
83,0
84,1
85,0
86,1
87,0
88,0
89,1
90,0
91,1
92,0
93,1
94,1
95,0
96,1
97,0
98,1
99,0
100,0
101,1
102,0
103,1
104,0
105,1
106,1
107,0
108,1
109,0
110,1
111,0
112,0
113,1
114,0
115,1
116,0
117,1
118,1
119,0
120,1
121,0
122,1
123,1
124,0
125,1
126,0
127,1
128,0
129,0
130,1
131,0
132,1
133,0
134,1
135,1
136,0
137,1
138,0
139,1
140,0
141,0
142,1
143,0
144,1
145,0
146,1
147,1
148,0
149,1
150,0
151,1
152,0
153,0
154,1
155,0
156,1
157,0
158,1
159,1
160,0
161,1
162,0
163,1
164,0
165,0
166,1
167,0
168,1
169,0
170,1
171,1
172,0
173,1
174,0
175,1
176,0
177,0
178,1
179,0
180,1
181,0
182,1
183,1
184,0
185,1
186,0
187,1
188,0
189,0
190,1
191,0
192,1
193,0
194,1
195,1
196,0
197,1
198,0
199,1
200,0
201,0
202,1
203,0
204,1
205,0
206,1
207,1
208,0
209,1
210,0
211,1
212,0
213,0
214,1
215,0
216,1
217,0
218,1
219,1
220,0
221,1
222,0
223,1
224,0
225,0
226,1
227,0
228,1
229,0
230,1
231,1
232,0
233,1
234,0
235,1
236,0
237,0
238,1
239,0
240,1
241,0
242,1
243,1
244,0
245,1
246,0
247,1
248,0
249,0
250,1
251,0
252,1
253,0
254,1
255,1
256,0
257,1
258,0
259,1
260,1
261,0
262,1
263,0
264,1
265,0
266,0
267,1
268,0
269,1
270,0
271,1
272,1
273,0
274,1
275,0
276,1
277,0
278,0
279,1
280,0
281,1
282,0
283,1
284,1
285,0
286,1
287,0
288,1
289,0
290,0
291,1
292,0
293,1
294,0
295,1
296,1
297,0
298,1
299,0
300,1
301,0
302,0
303,1
304,0
305,1
306,0
307,1
308,1
309,0
310,1
311,0
312,1
313,0
314,0
315,1
316,0
317,1
318,0
319,1
320,1
321,0
322,1
323,0
324,1
325,0
326,0
327,1
328,0
329,1
330,0
331,1
332,1
333,0
334,1
335,0
336,1
337,0
338,0
339,1
340,0
341,1
342,0
343,1
344,1
345,0
346,1
347,0
348,1
349,1
350,0
351,1
352,0
353,1
354,0
355,0
356,1
357,0
358,1
359,0
360,1
361,1
362,0
363,1
364,0
365,1
366,0
367,0
368,1
369,0
370,1
371,0
372,1
373,1
374,0
375,1
376,0
377,1
378,0
379,0
380,1
381,0
382,1
383,0
384,1
385,1
386,0
387,1
388,0
389,1
390,0
391,0
392,1
393,0
394,1
395,0
396,1
397,1
398,0
399,1
400,0
401,1
402,0
403,0
404,1
405,0
406,1
407,0
408,1
409,1
410,0
411,1
412,0
413,1
414,1
415,0
416,1
417,0
418,1
419,0
420,0
421,1
422,0
423,1
424,0
425,1
426,1
427,0
428,1
429,0
430,1
431,0
432,0
433,1
434,0
435,1
436,0
437,1
438,1
439,0
440,1
441,0
442,1
443,0
444,0
445,1
446,0
447,1
448,0
449,1
450,1
451,0
452,1
453,0
454,1
455,0
456,0
457,1
458,0
459,1
460,0
461,1
462,1
463,0
464,1
465,0
466,1
467,0
468,0
469,1
470,0
471,1
472,0
473,1
474,1
475,0
476,1
477,0
478,1
479,0
480,0
481,1
482,0
483,1
484,0
485,1
486,1
487,0
488,1
489,0
490,1
491,1
492,0
493,1
494,0
495,1
496,0
497,0
498,1
499,0
500,1
501,0
502,1
503,1
504,0
505,1
506,0
507,1
508,0
509,0
510,1
511,0
512,1
513,0
514,1
515,1
516,0
517,1
518,0
519,1
520,0
521,0
522,1
523,0
524,1
525,0
526,1
527,1
528,0
529,1
530,0
531,1
532,0
